Time	Participant	Block	Trial	ObjectCount	VVChange	CompletionTime	Error	Practice
Thu Feb 15 11:57:10 CET 2018	1	2 	14 	16 	Orientation 	1056	0	false
Thu Feb 15 11:57:21 CET 2018	1	3 	0 	36 	SizeOrientation 	10116	0	false
Thu Feb 15 11:57:23 CET 2018	1	3 	1 	36 	Orientation 	1264	0	false
Thu Feb 15 11:57:28 CET 2018	1	3 	2 	36 	Orientation 	4544	0	false
Thu Feb 15 11:57:31 CET 2018	1	3 	3 	36 	Orientation 	1520	0	false
Thu Feb 15 11:57:47 CET 2018	1	3 	4 	36 	SizeOrientation 	5008	1	false
Thu Feb 15 11:58:42 CET 2018	1	3 	5 	36 	SizeOrientation 	23561	2	false
Thu Feb 15 11:58:45 CET 2018	1	3 	6 	36 	Size 	1712	0	false
Thu Feb 15 11:58:47 CET 2018	1	3 	7 	36 	Size 	1128	0	false
Thu Feb 15 11:58:50 CET 2018	1	3 	8 	36 	Orientation 	1416	0	false
Thu Feb 15 11:58:53 CET 2018	1	3 	9 	36 	Size 	1952	0	false
Thu Feb 15 11:59:15 CET 2018	1	3 	10 	36 	SizeOrientation 	3696	2	false
Thu Feb 15 11:59:49 CET 2018	1	3 	11 	36 	SizeOrientation 	4827	2	false
Thu Feb 15 11:59:52 CET 2018	1	3 	12 	36 	Size 	1064	0	false
Thu Feb 15 11:59:55 CET 2018	1	3 	13 	36 	Orientation 	1481	0	false
Thu Feb 15 11:59:57 CET 2018	1	3 	14 	36 	Size 	1304	0	false
Thu Feb 15 12:01:15 CET 2018	2	1 	0 	36 	SizeOrientation 	5123	0	false
Thu Feb 15 12:01:18 CET 2018	2	1 	1 	36 	Orientation 	1071	0	false
Thu Feb 15 12:01:21 CET 2018	2	1 	2 	36 	Orientation 	711	0	false
Thu Feb 15 12:01:25 CET 2018	2	1 	3 	36 	SizeOrientation 	2423	0	false
Thu Feb 15 12:01:27 CET 2018	2	1 	4 	36 	Size 	704	0	false
Thu Feb 15 12:01:29 CET 2018	2	1 	5 	36 	Orientation 	768	0	false
Thu Feb 15 12:01:32 CET 2018	2	1 	6 	36 	Orientation 	617	0	false
Thu Feb 15 12:01:34 CET 2018	2	1 	7 	36 	Size 	584	0	false
Thu Feb 15 12:01:36 CET 2018	2	1 	8 	36 	Size 	737	0	false
Thu Feb 15 12:01:45 CET 2018	2	1 	9 	36 	SizeOrientation 	6719	0	false
Thu Feb 15 12:01:48 CET 2018	2	1 	10 	36 	Size 	840	0	false
Thu Feb 15 12:01:53 CET 2018	2	1 	11 	36 	SizeOrientation 	3946	0	false
Thu Feb 15 12:01:55 CET 2018	2	1 	12 	36 	Orientation 	856	0	false
Thu Feb 15 12:01:58 CET 2018	2	1 	13 	36 	Size 	840	0	false
Thu Feb 15 12:02:02 CET 2018	2	1 	14 	36 	SizeOrientation 	2344	0	false
Thu Feb 15 12:02:27 CET 2018	2	2 	0 	9 	SizeOrientation 	2333	1	false
Thu Feb 15 12:02:29 CET 2018	2	2 	1 	9 	Orientation 	712	0	false
Thu Feb 15 12:02:31 CET 2018	2	2 	2 	9 	Size 	608	0	false
Thu Feb 15 12:02:36 CET 2018	2	2 	3 	9 	SizeOrientation 	3705	0	false
Thu Feb 15 12:02:38 CET 2018	2	2 	4 	9 	Orientation 	904	0	false
Thu Feb 15 12:02:41 CET 2018	2	2 	5 	9 	SizeOrientation 	2528	0	false
Thu Feb 15 12:02:44 CET 2018	2	2 	6 	9 	Size 	656	0	false
Thu Feb 15 12:02:46 CET 2018	2	2 	7 	9 	Size 	776	0	false
Thu Feb 15 12:02:54 CET 2018	2	2 	8 	9 	SizeOrientation 	5431	0	false
Thu Feb 15 12:02:56 CET 2018	2	2 	9 	9 	Orientation 	664	0	false
Thu Feb 15 12:02:59 CET 2018	2	2 	10 	9 	SizeOrientation 	1736	0	false
Thu Feb 15 12:03:01 CET 2018	2	2 	11 	9 	Size 	1080	0	false
Thu Feb 15 12:03:03 CET 2018	2	2 	12 	9 	Orientation 	672	0	false
Thu Feb 15 12:03:05 CET 2018	2	2 	13 	9 	Size 	704	0	false
Thu Feb 15 12:03:07 CET 2018	2	2 	14 	9 	Orientation 	1039	0	false
Thu Feb 15 12:03:12 CET 2018	2	3 	0 	16 	SizeOrientation 	2975	0	false
Thu Feb 15 12:03:16 CET 2018	2	3 	1 	16 	SizeOrientation 	2592	0	false
Thu Feb 15 12:03:21 CET 2018	2	3 	2 	16 	Orientation 	872	0	false
Thu Feb 15 12:03:23 CET 2018	2	3 	3 	16 	Size 	536	0	false
Thu Feb 15 12:03:26 CET 2018	2	3 	4 	16 	SizeOrientation 	1760	0	false
Thu Feb 15 12:03:28 CET 2018	2	3 	5 	16 	Size 	520	0	false
Thu Feb 15 12:03:30 CET 2018	2	3 	6 	16 	Orientation 	616	0	false
Thu Feb 15 12:03:33 CET 2018	2	3 	7 	16 	Size 	1872	0	false
Thu Feb 15 12:03:37 CET 2018	2	3 	8 	16 	Orientation 	1287	0	false
Thu Feb 15 12:03:43 CET 2018	2	3 	9 	16 	SizeOrientation 	4580	0	false
Thu Feb 15 12:03:45 CET 2018	2	3 	10 	16 	Orientation 	784	0	false
Thu Feb 15 12:03:47 CET 2018	2	3 	11 	16 	Orientation 	552	0	false
Thu Feb 15 12:03:50 CET 2018	2	3 	12 	16 	SizeOrientation 	2008	0	false
Thu Feb 15 12:03:53 CET 2018	2	3 	13 	16 	Size 	624	0	false
Thu Feb 15 12:03:55 CET 2018	2	3 	14 	16 	Size 	529	0	false
Thu Feb 15 12:05:40 CET 2018	3	1 	0 	16 	Orientation 	1362	0	false
Thu Feb 15 12:05:44 CET 2018	3	1 	1 	16 	Orientation 	719	0	false
Thu Feb 15 12:06:00 CET 2018	3	1 	2 	16 	SizeOrientation 	5107	2	false
Thu Feb 15 12:06:09 CET 2018	3	1 	3 	16 	SizeOrientation 	6952	0	false
Thu Feb 15 12:06:13 CET 2018	3	1 	4 	16 	Orientation 	1552	0	false
Thu Feb 15 12:06:21 CET 2018	3	1 	5 	16 	SizeOrientation 	3456	0	false
Thu Feb 15 12:06:24 CET 2018	3	1 	6 	16 	Size 	1712	0	false
Thu Feb 15 12:06:27 CET 2018	3	1 	7 	16 	Orientation 	1800	0	false
Thu Feb 15 12:06:30 CET 2018	3	1 	8 	16 	Size 	752	0	false
Thu Feb 15 12:06:32 CET 2018	3	1 	9 	16 	Size 	744	0	false
Thu Feb 15 12:06:35 CET 2018	3	1 	10 	16 	Size 	720	0	false
Thu Feb 15 12:06:44 CET 2018	3	1 	11 	16 	SizeOrientation 	3934	1	false
Thu Feb 15 12:06:48 CET 2018	3	1 	12 	16 	Orientation 	1224	0	false
Thu Feb 15 12:06:52 CET 2018	3	1 	13 	16 	SizeOrientation 	2256	0	false
Thu Feb 15 12:06:55 CET 2018	3	1 	14 	16 	Size 	752	0	false
Thu Feb 15 12:06:57 CET 2018	3	2 	0 	36 	Orientation 	720	0	false
Thu Feb 15 12:06:59 CET 2018	3	2 	1 	36 	Orientation 	632	0	false
Thu Feb 15 12:07:02 CET 2018	3	2 	2 	36 	Orientation 	816	0	false
Thu Feb 15 12:07:04 CET 2018	3	2 	3 	36 	Orientation 	760	0	false
Thu Feb 15 12:07:07 CET 2018	3	2 	4 	36 	Size 	744	0	false
Thu Feb 15 12:07:09 CET 2018	3	2 	5 	36 	Orientation 	616	0	false
Thu Feb 15 12:07:11 CET 2018	3	2 	6 	36 	Size 	543	0	false
Thu Feb 15 12:07:19 CET 2018	3	2 	7 	36 	SizeOrientation 	2219	1	false
Thu Feb 15 12:07:25 CET 2018	3	2 	8 	36 	SizeOrientation 	4053	0	false
Thu Feb 15 12:07:33 CET 2018	3	2 	9 	36 	SizeOrientation 	6282	0	false
Thu Feb 15 12:07:36 CET 2018	3	2 	10 	36 	Size 	872	0	false
Thu Feb 15 12:07:38 CET 2018	3	2 	11 	36 	Size 	584	0	false
Thu Feb 15 12:07:42 CET 2018	3	2 	12 	36 	SizeOrientation 	2560	0	false
Thu Feb 15 12:07:44 CET 2018	3	2 	13 	36 	Size 	592	0	false
Thu Feb 15 12:07:47 CET 2018	3	2 	14 	36 	SizeOrientation 	1704	0	false
Thu Feb 15 12:07:49 CET 2018	3	3 	0 	9 	Size 	552	0	false
Thu Feb 15 12:07:51 CET 2018	3	3 	1 	9 	Size 	584	0	false
Thu Feb 15 12:07:53 CET 2018	3	3 	2 	9 	Orientation 	648	0	false
Thu Feb 15 12:07:57 CET 2018	3	3 	3 	9 	SizeOrientation 	2256	0	false
Thu Feb 15 12:07:59 CET 2018	3	3 	4 	9 	Size 	584	0	false
Thu Feb 15 12:08:04 CET 2018	3	3 	5 	9 	SizeOrientation 	4191	0	false
Thu Feb 15 12:08:07 CET 2018	3	3 	6 	9 	Orientation 	672	0	false
Thu Feb 15 12:08:11 CET 2018	3	3 	7 	9 	SizeOrientation 	2672	0	false
Thu Feb 15 12:08:23 CET 2018	3	3 	8 	9 	SizeOrientation 	6004	1	false
Thu Feb 15 12:08:25 CET 2018	3	3 	9 	9 	Orientation 	1231	0	false
Thu Feb 15 12:08:28 CET 2018	3	3 	10 	9 	Orientation 	1656	0	false
Thu Feb 15 12:08:31 CET 2018	3	3 	11 	9 	Size 	568	0	false
Thu Feb 15 12:08:33 CET 2018	3	3 	12 	9 	Size 	656	0	false
Thu Feb 15 12:08:35 CET 2018	3	3 	13 	9 	Orientation 	744	0	false
Thu Feb 15 12:08:52 CET 2018	3	3 	14 	9 	SizeOrientation 	7722	2	false
Thu Feb 15 12:09:53 CET 2018	4	1 	0 	9 	Size 	864	0	false
Thu Feb 15 12:09:56 CET 2018	4	1 	1 	9 	Orientation 	624	0	false
Thu Feb 15 12:10:07 CET 2018	4	1 	2 	9 	SizeOrientation 	8535	0	false
Thu Feb 15 12:10:10 CET 2018	4	1 	3 	9 	Orientation 	1232	0	false
Thu Feb 15 12:11:25 CET 2018	4	1 	4 	9 	SizeOrientation 	72975	0	false
Thu Feb 15 12:11:29 CET 2018	4	1 	5 	9 	Size 	1048	0	false
Thu Feb 15 12:11:31 CET 2018	4	1 	6 	9 	Size 	960	0	false
Thu Feb 15 12:11:34 CET 2018	4	1 	7 	9 	Size 	992	0	false
Thu Feb 15 12:11:36 CET 2018	4	1 	8 	9 	Orientation 	1248	0	false
Thu Feb 15 12:11:41 CET 2018	4	1 	9 	9 	SizeOrientation 	3240	0	false
Thu Feb 15 12:11:48 CET 2018	4	1 	10 	9 	SizeOrientation 	5540	0	false
Thu Feb 15 12:12:11 CET 2018	4	1 	11 	9 	SizeOrientation 	2954	2	false
Thu Feb 15 12:12:16 CET 2018	4	1 	12 	9 	Orientation 	2736	0	false
Thu Feb 15 12:12:20 CET 2018	4	1 	13 	9 	Orientation 	1560	0	false
Thu Feb 15 12:12:23 CET 2018	4	1 	14 	9 	Size 	1047	0	false
Thu Feb 15 12:12:26 CET 2018	4	2 	0 	16 	Orientation 	1343	0	false
Thu Feb 15 12:12:28 CET 2018	4	2 	1 	16 	Size 	768	0	false
Thu Feb 15 12:12:37 CET 2018	4	2 	2 	16 	SizeOrientation 	6801	0	false
Thu Feb 15 12:12:41 CET 2018	4	2 	3 	16 	Size 	1128	0	false
Thu Feb 15 12:12:43 CET 2018	4	2 	4 	16 	Size 	759	0	false
Thu Feb 15 12:12:51 CET 2018	4	2 	5 	16 	SizeOrientation 	6064	0	false
Thu Feb 15 12:12:54 CET 2018	4	2 	6 	16 	Orientation 	1128	0	false
Thu Feb 15 12:12:56 CET 2018	4	2 	7 	16 	Size 	824	0	false
Thu Feb 15 12:12:59 CET 2018	4	2 	8 	16 	Orientation 	752	0	false
Thu Feb 15 12:13:05 CET 2018	4	2 	9 	16 	SizeOrientation 	4952	0	false
Thu Feb 15 12:13:08 CET 2018	4	2 	10 	16 	Size 	792	0	false
Thu Feb 15 12:13:11 CET 2018	4	2 	11 	16 	Orientation 	720	0	false
Thu Feb 15 12:13:14 CET 2018	4	2 	12 	16 	Orientation 	705	0	false
Thu Feb 15 12:13:19 CET 2018	4	2 	13 	16 	SizeOrientation 	4296	0	false
Thu Feb 15 12:13:25 CET 2018	4	2 	14 	16 	SizeOrientation 	4169	0	false
Thu Feb 15 12:13:34 CET 2018	4	3 	0 	36 	SizeOrientation 	7360	0	false
Thu Feb 15 12:13:38 CET 2018	4	3 	1 	36 	Orientation 	2592	0	false
Thu Feb 15 12:13:41 CET 2018	4	3 	2 	36 	Orientation 	743	0	false
Thu Feb 15 12:13:48 CET 2018	4	3 	3 	36 	SizeOrientation 	5198	0	false
Thu Feb 15 12:13:52 CET 2018	4	3 	4 	36 	Orientation 	2463	0	false
Thu Feb 15 12:13:54 CET 2018	4	3 	5 	36 	Size 	824	0	false
Thu Feb 15 12:13:56 CET 2018	4	3 	6 	36 	Size 	664	0	false
Thu Feb 15 12:14:01 CET 2018	4	3 	7 	36 	SizeOrientation 	3552	0	false
Thu Feb 15 12:14:08 CET 2018	4	3 	8 	36 	SizeOrientation 	4906	0	false
Thu Feb 15 12:14:10 CET 2018	4	3 	9 	36 	Size 	728	0	false
Thu Feb 15 12:14:13 CET 2018	4	3 	10 	36 	Size 	792	0	false
Thu Feb 15 12:14:16 CET 2018	4	3 	11 	36 	Size 	888	0	false
Thu Feb 15 12:14:22 CET 2018	4	3 	12 	36 	SizeOrientation 	5164	0	false
Thu Feb 15 12:14:25 CET 2018	4	3 	13 	36 	Orientation 	736	0	false
Thu Feb 15 12:14:27 CET 2018	4	3 	14 	36 	Orientation 	903	0	false
Thu Feb 15 12:17:05 CET 2018	5	1 	0 	36 	Orientation 	1550	0	false
Thu Feb 15 12:17:23 CET 2018	5	1 	1 	36 	SizeOrientation 	7600	1	false
Thu Feb 15 12:17:38 CET 2018	5	1 	2 	36 	SizeOrientation 	2515	1	false
Thu Feb 15 12:17:43 CET 2018	5	1 	3 	36 	Orientation 	1424	0	false
Thu Feb 15 12:17:50 CET 2018	5	1 	4 	36 	SizeOrientation 	3048	0	false
Thu Feb 15 12:19:07 CET 2018	5	1 	5 	36 	SizeOrientation 	3309	10	false
Thu Feb 15 12:19:10 CET 2018	5	1 	6 	36 	Size 	1367	0	false
Thu Feb 15 12:19:40 CET 2018	5	1 	7 	36 	SizeOrientation 	5588	4	false
Thu Feb 15 12:19:44 CET 2018	5	1 	8 	36 	Size 	1515	0	false
Thu Feb 15 12:19:47 CET 2018	5	1 	9 	36 	Orientation 	1712	0	false
Thu Feb 15 12:19:49 CET 2018	5	1 	10 	36 	Size 	855	0	false
Thu Feb 15 12:19:51 CET 2018	5	1 	11 	36 	Size 	832	0	false
Thu Feb 15 12:19:54 CET 2018	5	1 	12 	36 	Orientation 	1376	0	false
Thu Feb 15 12:19:59 CET 2018	5	1 	13 	36 	Orientation 	2624	0	false
Thu Feb 15 12:20:03 CET 2018	5	1 	14 	36 	Size 	1072	0	false
Thu Feb 15 12:20:05 CET 2018	5	2 	0 	9 	Orientation 	840	0	false
Thu Feb 15 12:20:08 CET 2018	5	2 	1 	9 	Size 	1295	0	false
Thu Feb 15 12:20:23 CET 2018	5	2 	2 	9 	SizeOrientation 	5690	3	false
Thu Feb 15 12:20:26 CET 2018	5	2 	3 	9 	Orientation 	2048	0	false
Thu Feb 15 12:20:28 CET 2018	5	2 	4 	9 	SizeOrientation 	1064	0	false
Thu Feb 15 12:20:30 CET 2018	5	2 	5 	9 	Size 	1032	0	false
Thu Feb 15 12:21:08 CET 2018	5	2 	6 	9 	SizeOrientation 	6160	8	false
Thu Feb 15 12:21:20 CET 2018	5	2 	7 	9 	SizeOrientation 	2898	2	false
Thu Feb 15 12:21:56 CET 2018	5	2 	8 	9 	SizeOrientation 	1806	5	false
Thu Feb 15 12:21:59 CET 2018	5	2 	9 	9 	Orientation 	1200	0	false
Thu Feb 15 12:22:01 CET 2018	5	2 	10 	9 	Orientation 	808	0	false
Thu Feb 15 12:22:03 CET 2018	5	2 	11 	9 	Size 	848	0	false
Thu Feb 15 12:22:05 CET 2018	5	2 	12 	9 	Size 	664	0	false
Thu Feb 15 12:22:07 CET 2018	5	2 	13 	9 	Size 	802	0	false
Thu Feb 15 12:22:09 CET 2018	5	2 	14 	9 	Orientation 	1255	0	false
Thu Feb 15 12:22:18 CET 2018	5	3 	0 	16 	SizeOrientation 	6701	0	false
Thu Feb 15 12:22:19 CET 2018	5	3 	1 	16 	Size 	688	0	false
Thu Feb 15 12:22:23 CET 2018	5	3 	2 	16 	SizeOrientation 	2344	0	false
Thu Feb 15 12:22:26 CET 2018	5	3 	3 	16 	Orientation 	1176	0	false
Thu Feb 15 12:22:51 CET 2018	5	3 	4 	16 	SizeOrientation 	3098	3	false
Thu Feb 15 12:22:54 CET 2018	5	3 	5 	16 	Orientation 	1199	0	false
Thu Feb 15 12:23:13 CET 2018	5	3 	6 	16 	SizeOrientation 	3250	3	false
Thu Feb 15 12:23:15 CET 2018	5	3 	7 	16 	Orientation 	858	0	false
Thu Feb 15 12:23:17 CET 2018	5	3 	8 	16 	Size 	808	0	false
Thu Feb 15 12:23:20 CET 2018	5	3 	9 	16 	Size 	969	0	false
Thu Feb 15 12:23:23 CET 2018	5	3 	10 	16 	Orientation 	1243	0	false
Thu Feb 15 12:23:27 CET 2018	5	3 	11 	16 	SizeOrientation 	1936	0	false
Thu Feb 15 12:23:29 CET 2018	5	3 	12 	16 	Size 	680	0	false
Thu Feb 15 12:23:35 CET 2018	5	3 	13 	16 	Orientation 	808	1	false
Thu Feb 15 12:23:37 CET 2018	5	3 	14 	16 	Size 	986	0	false

