Time	Participant	Block	Trial	ObjectCount	VVChange	CompletionTime	Error	Practice
Thu Feb 15 11:45:48 CET 2018	0	0 	0 	16 	VV1 	1084	0	Practice 
Thu Feb 15 11:45:51 CET 2018	0	0 	1 	16 	VV2 	1736	0	Practice 
Thu Feb 15 11:45:53 CET 2018	0	0 	2 	36 	VV2 	848	0	Practice 
Thu Feb 15 11:46:00 CET 2018	0	1 	0 	16 	VV1VV2 	5325	0	Practice 
Thu Feb 15 11:46:02 CET 2018	0	1 	1 	16 	VV2 	784	0	Practice 
