Time	Participant	Block	Trial	Difficulty	Device	CompletionTime	Error	Practice
1518623824376	0	0	0	Difficulty	Device	1346	Error	Practice
1518623833880	0	0	1	Difficulty	Device	7424	Error	Practice
1518623925383	0	0	2	Difficulty	Device	8546	Error	Practice
