Time	Participant	Block	Trial	Difficulty	Device	CompletionTime	Error	Practice
1518626875522	0	0 	0 	Difficulty 	Device 	1531ms	Practice 
1518626880393	0	0 	1 	Difficulty 	Device 	2225ms	Practice 
